'101 Coffee Shop','http://www.the101coffeeshop.com/'
'Flore Vegan Cuisine','http://www.florevegan.com/'
'Amarone Kitchen + Wine','http://www.amaronela.com/'
'Nakkara on Beverly','http://www.nakkaraonbeverly.com'
'Spitz','http://www.eatatspitz.com/'
'Jack n\' Jill\'s Too','http://www.jacknjillstoo.com/'
'Little Dom\'s','http://www.littledoms.com/'
'Barn Rau Thai Halal Cuisine','http://www.barnrau.com/'
'Medusa Lounge','http://www.medusaloungela.com/'
'Pinches Tacos','http://www.pinchestacos.com/'
'Numero Uno','http://www.numerounogranadahills.info/'
'Midori Sushi','http://www.midorisushi.net/'
'Mirage','http://www.thegatetothemediterranean.com/'
'Best Fish Taco in Ensenada','http://www.bestfishtacoinensenada.com/'
'Rutt\'s Hawaiian Cafe & Catering','http://www.ruttscafe.com/'
'Riordan\'s Tavern','http://www.riordanstavern.com/'
'Serra\'s','http://www.dinendance.com/'
'Akasha','http://www.akasharestaurant.com/'
'55 Degrees','http://www.55degreewine.com/'
'The Waffle','http://www.thewafflehollywood.com/'
'Rush Street','http://www.rushstreetculvercity.com/'
'Nobu','http://www.noburestaurants.com/los-angeles/experience/introduction/'
'Tompkins Square Bar & Grill','http://www.t2barandgrill.com/'
'Brats Brothers Gourmet Sausage Grill','http://www.bratsbrothers.com/'
'Seven Bar Lounge','http://www.sevenbarlounge.com/'
'Beso Restaurant','http://www.besohollywood.com/'
'The Park','http://www.thepark1400sunset.com/'
'Maggiano\'s Little Italy','http://www.maggianos.com/'
'Gordon Ramsay','http://www.thelondonwesthollywood.com/gordonRamsay/gordonRamsayattheLondonWestHollywood-en.html'
'El Prado','http://www.elpradobar.com/'
'La Cyber Cafe','http://lacybercafe.tripod.com/'
'Katsuya','http://www.sbe.com/katsuya/hollywood'
'Genwa Korean BBQ','http://www.genwakoreanbbq.com/'
'Sushi Eyaki','http://www.sushieyaki.com/'
'Lemonade','http://www.lemonadela.com/'
'Wolfgang\'s Steakhouse By Wolfgang Zwiener','http://www.wolfgangssteakhouse.net/'
'Greenleaf Gourmet Chopshop','http://www.greenleafchopshop.com/'
'Blvd 16','http://www.blvd16.com/'
'Canali Café','http://www.canalicafe.com/'
'Surfas Cafe','http://www.cafesurfas.com/'
'Mayura','http://www.mayura-indian-restaurant.com/'
'Gelato Bar','http://www.gelatobar-la.com/'
'Delancey Bar and Pizzeria','http://www.delanceyhollywood.com/'
'Animal','http://www.animalrestaurant.com/'
'Isla Cantina','http://www.baodimsum.com/'
'Vegan House','http://www.veganhouseonsunset.com/'
'Wood Spoon','http://www.woodspoonla.com/'
'Suede Bar & Lounge','http://www.suedebarla.com/'
'Deano\'s Gourmet Pizza','http://www.deanospizzala.com/'
'Tomato Pie Pizza Joint','http://www.tomatopiepizzajoint.com'
'Mamma Mia\'s Pizzeria','http://www.pizzaandwinebar.com'
'Loteria Grill','http://www.loteriagrill.com/'
'Taj India Palace','http://tajindiapalacelax.com/'
'Casa Sanchez','http://www.casa-sanchez.com/'
'Hugo\'s Tacos','http://www.hugostacos.com/'
'Bacaro L.A.','http://www.bacarola.com/'
'Big Wangs','http://www.bigwangs.com/'
'Boardners By La Belle','http://www.boardners.com/'
'RockSugar Pan Asian Kitchen','http://www.rocksugarpanasiankitchen.com/'
'Kitchen 24','http://www.kitchen24.info/'
'Chef Marilyn\'s Soul Food Express','http://www.chefmarilyns.com/'
'Fab Hot Dogs','http://www.fabhotdogs.com/'
'Gjelina','http://www.gjelina.com/'
'Ajisai','http://www.ajisaisushibar.com/'
'Amalia\'s','http://www.amaliasrestaurant.com/'
'Bistro Ka Japanese Restaurant','http://www.bistroka.com/'
'Farmer Boys','http://www.farmerboysla.com/'
'Greenview Thai','http://www.greenviewthai.com/'
'Hotcakes Bakes','http://www.hotcakesbakes.com/'
'Joom Bangkok Café','http://www.joombangkok.com/'
'Kazoku Sushi','http://www.kazokusushi.com/'
'La Cienega Kabob House','http://www.lckabob.com/'
'Lark Cake Shop','http://www.larkcakeshop.com/'
'Narai Thai Cuisine','http://www.naraithai.com/'
'On Sunset at the Luxe Hotel','http://www.luxesunset.com/index.php'
'Organic To Go','http://www.organictogo.com/'
'The Palace','http://www.thepalaceca.com/'
'Pitfire Pizza Company','http://www.pitfirepizza.com/'
'Qusqo Bistro & Gallery','http://www.qusqo.com/'
'Red Seven Restaurant','http://www.wolfgangpuck.com/restaurants/fine-dining/3988'
'Royal Delhi Palace Cuisine of India','http://www.delhipalaceindiancuisine.com/'
'Shojin Organic & Natural','http://www.theshojin.com/'
'Sushi Go 55','http://www.sushigo55.com/'
'Vegan Plate','http://veganplate.com/'
'Weiland Brewery Underground','http://www.weilandbrewery.net/WBRunderground/'
'The Counter','http://www.thecounterburger.com/'
'Magic Castle / Academy of Magical Arts','http://www.magiccastle.com/'
'Victors Square Restaurant and Delicatessen','http://www.victorssquare.com/'
'Bulan Thai Vegetarian Kitchen','http://www.bulanthai.com/'
'King of New York Pizzeria','http://www.kingofnewyorkpizza.com/'
'L\'Scorpion','http://www.lscorpion.com/'
'Saint Felix','http://www.saintfelix.net/'
'Simpang Asia','http://www.simpangasia.com/'
'Blue Star','http://www.bluestarrocksla.com/'
'Apple Restaurant & Lounge','http://www.dimentia.com/clients/apple/'
'Home Restaurant','http://www.homesilverlake.com/'
'Elixir Juice','http://www.elixirjuice.com/'
'Ono Hawaiian BBQ','http://onohawaiianbbq.com/'
'Colori Kitchen','http://www.colorikitchen.com/'
'Lotus Vegan','http://www.lotusvegan.com/'
'Church and State Bistro','http://www.churchandstatebistro.com/'
'Curry House','http://www.house-foods.com/'
'Purgatory Pizza','http://www.eatpurgatorypizza.com/'
'Take a Bao','http://www.takeabao.com/'
'N\'ice Cream','http://www.ilovenicecream.com/'
'The Fix Burger','http://www.thefixburger.com/'
'Literati Cafe','http://www.literaticafe.com/'
'Michelangelo Ristorante in Silver Lake','http://www.michelangelo-silverlake.com/'
'Chalet Edelweiss','http://www.chaletedelweiss.us/index.php'
'Moles La Tia','http://www.moleslatia.com/'
'Laurel Tavern','http://www.laureltavern.net/'
'Thai Original BBQ & Restaurant','http://www.originalthaibbq.com/'
'Jinky\'s Cafe','http://www.jinkys.com/Studio-City.html'
'Big Mama\'s & Papa\'s Pizzeria','http://www.36pizza.com/'
'Stonefire Grill','http://www.stonefiregrill.com/'
'Melody Bar & Grill','http://www.melodylax.com/'
'Bigfoot Lodge','http://www.bigfootlodge.com/'
'Delmonico\'s Steak and Lobster','http://www.delmonicossteakandlobsterhouse.com/'
'Domino\'s','http://www.dominos.com/home/'
'Elevate Lounge','http://www.elevatelounge.com/'
'Got Kosher? Provisions','http://www.gotkosherinc.com/'
'Sushi By H','http://www.sushibyh.com/'
'Howl at the Moon Hollywood','http://www.howlatthemoon.com/locations/location-hollywood'
'Luxe Lounge','http://www.luxesunset.com/index.php'
'Ruby Room Restaurant','http://rubyroomrestaurant.com'
'Wokcano','http://www.wokcanocafe.com/'
'Yogen Fruz','http://www.yogenfruz.com/'
'Bar & Kitchen','http://www.barandkitchenla.com/'
'Urth Caffé','http://www.urthcaffe.com/'
'Ambrose Pizza','http://www.ambrosepizza.com/'
'Birdnest Restaurant','http://freewebs.com/birdnestrestaurant'
'Cabo Taco Baja Grill','http://www.cabotacobajagrill.com/'
'Galaxy Burgers','http://www.galaxyhamburgers.com/'
'Geezers','http://www.thegeezer.com/'
'Gondola Pizza','http://www.gondolapizza1.com/'
'Hong Kong Express','http://www.hongkongexpress.com/'
'Hong Kong Express','http://hongkongexpress.com/'
'Juan\'s Rotisserie Chicken','http://juanschicken.com/'
'KFC','http://www.kfc.com/storelocator/Default.aspx?address=13970%20Imperial%20Highway,La%20Mirada,CA'
'Pho Saigon','http://www.phosaigongrill.com/index.html'
'Sizzler','http://www.sizzler.com/'
'Subway','http://www.subway.com/'
'Thai Star Cuisine','http://www.thaistarcuisine.com/'
'Valentino\'s','http://www.valentinosdiner.com/'
'Millions of Milkshakes','http://www.millionsofmilkshakes.com/'
'Pinkberry','http://www.pinkberry.com/'
'Yuca\'s on Hollywood','http://www.yucasla.com/'
'Pomodoro Trattoria','http://www.pomodorowestwood.com/'
'Nickel Diner','http://www.5cdiner.com/'
'Drago Centro','http://www.dragocentro.com/'
'\'Lette Macarons','http://www.lettemacarons.com/'
'Bardot','http://www.bardothollywood.com/'
'Pinkberry','http://www.pinkberry.com/'
'Le Pain Quotidien','http://www.lepainquotidien.com/'
'Sushi Karen','http://www.sushikaren.com/'
'The Restaurant at Sunset Marquis','http://sunsetmarquis.com'
'Little Mexico Seafood Restaurant','http://thelittlemexico.com/'
'Crabbys Seafood & More','http://www.crabbysseafoodandmore.com/'
'Subway','http://www.subway.com/'
'The Bazaar by José Andrés','http://sbe.com/restaurants/locations/thebazaar-beverlyhills/'
'The Corner Deli & Grill','http://www.thecornerdeliandgrill.com/'
'L & L Hawaiian BBQ','http://www.hawaiianbarbecue.com/'
'Nordstrom 6th and Pine','http://shop.nordstrom.com/st/nordstrom-westside-pavilion'
'The Wood','http://www.thewoodcafe.com/'
'The Good Pizza','http://www.thegoodpizza.com/'
'Sushi Dan','http://www.sushidan.com/'
'Sushi Dan','http://sushidanla.com/'
'Wurstküche','http://www.wurstkuche.com/'
'Green Olive','http://www.greenoliveca.com/'
'Steven\'s Steak & Seafood House','http://www.stevenssteakhouse.com/'
'Manila Sunset','http://www.manilasunset.com/'
'Taquiria Los Tres Hermanos','http://lostreshermanos.com/'
'Tommy\'s','http://www.originaltommys.com/'
'Lamill','http://www.lamillcoffee.com/'
'Tomato Pie Pizza Joint','http://tomatopiepizzajoint.com/'
'Rachada Thai Cuisine','http://www.rachadathai.com/'
'Tapas & Wine Bar C','http://www.barc.biz/'
'Mission Cantina','http://www.themissioncantina.com/index.html'
'L & L Hawaiian Barbecue','http://hawaiianbarbecue.com/'
'Garage Pizza','http://www.garagepizzala.com/'
'Sabor Y Cultura','http://www.saborycultura.com/'
'Leo\'s Tacos','http://leostacos.com'
'PhoShow','http://www.phoshow.net/'
'Eat','http://eatnoho.com/'
'Sushiya On Sunset','http://www.sushiyaonsunset.com/'
'Begin\'s Cafe','http://www.beginscafe.com/'
'Lawry\'s Carvery','http://www.lawrysonline.com/'
'Lucifers Pizza','http://www.luciferspizza.com/'
'The Curious Palate','http://www.thecuriouspalate.com/'
'Groundwork Coffee Company','http://www.groundworkcoffee.com/'
'Ruby\'s Diner','http://www.rubysdiner.com/'
'Sushi Don','http://www.sushi-don.com/'
'Beard Papa\'s','http://www.muginoho.com/'
'Fugetsu-Do','http://www.fugetsu-do.com/'
'Reyhan Persian Grill','http://www.reyhangrill.com/'
'Sushiko','http://www.sushikola.com/'
'Agra Indian Kitchen','http://www.agraindiankitchen.com/'
'The Must','http://themust.com/'
'The Farm of Beverly Hills','http://www.thefarmofbeverlyhills.com/'
'RH at Andaz','http://www.westhollywood.andaz.hyatt.com/hyatt/hotels-westhollywood-andaz/entertainment/index.jsp'
'Jerry\'s Mexican Grill','http://jerrysmexicangrill.com/'
'Yohana Sushi & Asian Cuisine','http://www.yohanasushiasiancuisine.com/'
'Lemonade','http://www.lemonadela.com/'
'ArcLight Café Bar','http://www.arclightcinemas.com/locations/los-angeles/hollywood/showtimes?origin=hollywood'
'Slices New York Pizza','http://www.slicesnypizza.com/'
'McKay\'s','http://mckays.usc.edu/'
'FABS Corner Cucina','http://www.fabscornercucina.com/'
'Subway','http://www.subway.com/'
'Vicious Dogs','http://viciousdogsnoho.com/'
'Joss Cuisine','http://www.josscuisine.com/'
'Goldilocks','http://www.goldilocks-usa.com/'
'Boca','http://congaroom.com/'
'Lucky Strike Lanes & Lounge','https://bowlluckystrike.com'
'VNS Chicken','http://vons.or.kr/'
'Mitaki','http://www.mitakirestaurants.com/'
'Mitaki','http://www.mitakirestaurants.net/'
'Coley\'s Jamaica\'s Best','http://coleyscuisine.com/'
'Subway','http://www.subway.com/'
'Via Alloro','http://www.viaalloro.com/'
'Hae Jang Chon Restaurant','http://www.haejangchon.com/'
'Yogurt Stop','http://www.yogurtstop.net/'
'Mosto Enoteca','http://www.mostoenoteca.com/'
'Spumante Restaurant','http://www.spumanterestaurant.com/'
'Sweet Basil & Thai Bistro','http://www.sweetbasiltb.com/'
'1739 Public House','http://www.1739publichouse.com/'
'The Coffee Bean & Tea Leaf‎','http://www.coffeebean.com/'
'Bonaventure Brewing Co.','http://www.bonaventurebrewing.com/'
'Morton\'s The Steakhouse','http://mortons.com/'
'L\'Artisan Du Chocolat','http://www.lartisanduchocolat.com/'
'The Prince','http://www.theprincela.com/'
'BBQ Chicken','http://www.instagram.com/bbqla'
'LaRocco\'s Pizzeria','http://www.laroccospizzeria.com/'
'Clearman\'s North Woods Inn','http://www.clearmansrestaurants.com/northwoods/lm.php'
'Izakaya Honda-Ya','http://www.izakayahondaya.com/'
'California Pita','http://www.californiapita.com/'
'D\'Amore\'s Pizza','http://www.damoresfamouspizza.com/'
'Dinah\'s Family Restaurant','http://www.dinahsrestaurant.com/'
'FoodLab','http://www.foodlabcatering.com/'
'Mrs. Fields','http://www.mrsfields.com/'
'Cafe de Leche','http://www.cafedeleche.net/'
'Hummus Bar & Grill','http://www.hummusbarandgrill.com/home.html'
'Crocker Club','http://www.crockerclub.com/'
'Cahuenga General Store','http://www.cahuengageneralstore.com/'
'Sofra Kabab Express','http://www.sofrakababexpress.com/'
'Master Chef','http://www.mastercheflosangeles.com/'
'Marie Et Cie','http://www.marieetcie.com/'
'Pampas Grill','http://pampas-grill.com/'
'Kiwami','http://www.katsu-yagroup.com/kiwami.html'
'The Coffee Bean & Tea Leaf','http://www.coffeebean.com/'
'Chef Ming\'s Kitchen','http://www.orderbestchinesfood.com/'
'Dandy Don\'s Ice Cream','http://www.dandydons.com/'
'Road To Seoul','http://losangeles.citysearch.com/profile/612331480/los_angeles_ca/road_to_seoul.html'
'Mitaki','http://www.mitakirestaurants.net/'
'Lakeview Bistro','http://www.starwoodhotels.com/westin/property/dining/attraction_detail.html?propertyID=1004&attractionId=31658'
'Barbarella Neighborhood Bar & Kitchen','http://www.barbarellabar.com/'
'Two Boots','http://www.twoboots.com/'
'M Cafe','http://www.mcafedechaya.com/'
'The Courtyard Cafe','http://www.marriott.com/hotels/hotel-information/restaurant/laxcy-courtyard-los-angeles-lax-century-boulevard/'
'Subway','http://www.subway.com/'
'Subway','http://www.subway.com/'
'Hot Dog on a Stick','http://www.hotdogonastick.com/'
'Flake','http://www.veniceflake.com/'
'Sushi Central','http://sushi-central.net/'
'Cabbage Patch','http://www.cabbagepatchla.com/'
'The Backyard Restaurant','http://www.thebackyardw.com/'
'Cafe Corsa','http://cafecorsala.com/'
'Kogi Korean BBQ','http://www.kogibbq.com/'
'Lobby Court & Patio','http://www.centuryplaza.hyatt.com'
'Toscanova','http://www.toscanova.com/'
'Kelly\'s Coffee & Fudge Factory','http://www.kellyscoffee.com/'
'Rock\'n Fish','http://www.rocknfishrestaurants.com/htm/LA/home.shtml'
'Curry Up Cafe','http://www.curryupcafe.com/'
'Pool Bar','http://www.chateaumarmont.com/'
'Salsa & Beer','http://www.salsaandbeervannuys.com/'
'Cecconi\'s','http://www.cecconiswesthollywood.com/'
'BCD Tofu House','http://bcdtofu.com/'
'The Addiction Bistro','http://www.theaddictionbistro.com/'
'The Alibi Room','http://www.alibiroomla.com/home.php'
'Shish Mediterranean','http://www.shishmediterranean.com/'
'Yxta Cocina Mexicana','http://www.yxta.net/'
'The Golden State','http://www.thegoldenstatecafe.com/'
'Chic Wine Bar','http://www.chicwinebar.com/'
'Daphne\'s Greek Cafe','http://www.daphnesgreekcafe.com/'
'Mr. V\'s Bar & Grill','http://www.mrvsbarandgrill.com/'
'Venice Beach Wines','http://www.venicebeachwines.com/'
'Spring for Coffee','http://www.springforcoffee.com/'
'Los Amigos Golf Course Cafe','http://www.losamigosgc.com/cafes-and-lounges/'
'Sake Sake','http://www.sakesakesushi.com/'
'Conservatory for Coffee','http://www.conservatorycoffeeandtea.com/'
'Locali Conscious Convenience','http://www.localiyours.com/'
'Baby Blues BBQ','http://www.babyblueswh.com/'
'Tender Greens','http://www.tendergreensfood.com/'
'The Lab Gastropub','http://thelab.usc.edu/'
'Poquito Mas','http://www.poquitomas.com/'
'Westside Tavern','http://www.westsidetavernla.com/'
'Bar Food','http://www.barfoodla.com/'
'Ninong\'s Pastries & Cafe','http://www.ninongspastries.com/'
'Brunello Trattoria','http://www.brunello-trattoria.com/'
'Chaya Downtown','http://www.thechaya.com/downtown-la/'
'Pollo Campero','http://www.pollocampero.com/'
'Cowboys & Turbans','http://www.cowboysandturbans.com/'
'Bottega Louie','http://www.bottegalouie.com/'
'Zanos','http://www.zanospizza.com/'
'Mediterranean Triangle','http://www.mediterraneantriangle.com/'
'Sepan Chicken','http://www.sepan-chicken.com/'
'Itzik Hagadol','http://www.itzikhagadol.com/'
'Desert Rose Restaurant & Bar','http://www.desertroserestaurant.com/'
'Seed Kitchen','http://www.seedkitchen.com/'
'Tiago Coffee Bar + Kitchen','http://www.tiagocoffee.com/'
'So Hyang Korean Restaurant','http://www.sohyangbbq.com/'
'Joey\'s Cafe','http://joeyscafeweho.com/'
'Salad Farm','http://www.saladfarmrestaurants.com/'
'Kaffe Rouge','http://www.kafferouge.com/'
'Senor Grandes','http://www.senorgrandes.com/'
'El Katracho','http://www.elkatrachorestaurant.com/'
'Villa Blanca Restaurant','http://www.villablancarestaurant.com/'
'Aladin Sweets & Market','http://www.aladinla.com/'
'Tavern','http://www.tavernla.com/'
'Tropicana Bakery','http://www.tropicanabakery.com/'
'Food','http://www.food-la.com/'
'Taco Spot','http://www.taco-spot.com/'
'Good Girl Dinette','http://www.goodgirlfoods.com/'
'Sunset Deli','http://www.sunsetdelihollywood.com/'
'Rocco\'s Tavern','http://www.roccospizzala.com/studio_city/'
'Big Mama\'s & Papa\'s Pizzeria','http://www.36pizza.com/'
'BMPP Tavern & Lounge','http://www.36pizza.com/'
'Kyoto\'s Sushi','http://www.kyotosushifamily.com/'
'Marie\'s Coffee','http://www.mariescoffeedeli.com/home.html'
'BottleRock','http://www.bottlerockla.com/'
'Leaning Tower Pizza & Pasta','http://www.leaningtowerla.com/'
'Pi on Sunset','http://www.pionsunset.com/'
'Saffron','http://www.saffronindia.com/'
'SunCafe Organic','http://www.suncafe.com/'
'Juice Crafters','http://www.juicecrafters.com/'
'Octopus','http://www.octopusrestaurant.com/'
'Hamakaze','http://www.hamakazevenice.com/'
'Viktor Benes Continental Bakery','http://www.viktorbenes.net/'
'Tommy Pastrami New York Delicatessen','http://www.tommypastraminydeli.com/'
'Wolfgang Puck Bar & Grill','http://www.wolfgangpuck.com/restaurants/Fine%20Dining/12387'
'Craftbar','http://www.craftrestaurant.com/craftbar.html'
'Waba Grill','http://www.wabagrill.com/'
'Palermo','http://www.palermorestaurant.net/'
'Fine\'s Family Bakery','http://www.finesbakery.com/'
'Vitello\'s Express','http://www.vitellosexpress.com/'
'Ado','http://www.adovenice.com/'
'Intelligentsia Coffee','http://www.intelligentsiacoffee.com/locations/view/Venice+Coffeebar'
'Compartes','http://www.compartes.com/'
'Edelweiss Chocolates','http://www.edelweisschocolates.com/'
'Tierra Mia Coffee','http://www.tierramiacoffee.com/'
'Zankou Chicken','http://www.zankouchicken.com/'
'Montage','http://www.montagebeverlyhills.com/'
'Sweet Chili Thai','http://www.sweetchilithai.com'
'Trimana','http://www.trimana.com/'
'Charley\'s Grilled Subs','http://www.charleyssteakery.com/'
'Charlie Kabob','http://charliekabob.com/'
'The Coffee Bean & Tea Leaf','http://www.coffeebean.com/'
'Tub\'s Fine Chili','http://www.tubschili.com/'
